. </s> | 0.0946372239747634
<s> The | 0.029106029106029108
, the | 0.017894736842105262
in the | 0.017758046614872364
'' . | 0.017857142857142856
of the | 0.016146393972012917
<s> `` | 0.009355509355509356
'' , | 0.008928571428571428
the jury | 0.00808080808080808
jury said | 0.009101251422070534
Fulton County | 0.007990867579908675
The jury | 0.007865168539325843
the election | 0.007070707070707071
<s> It | 0.007276507276507277
at the | 0.008036739380022962
that the | 0.006741573033707865
the Fulton | 0.006060606060606061
, and | 0.00631578947368421
, `` | 0.005263157894736842
of Georgia's | 0.005382131324004306
to the | 0.0054525627044711015
should be | 0.00576036866359447
the State | 0.005050505050505051
said . | 0.0056433408577878106
on the | 0.0057405281285878304
has been | 0.005733944954128441
will be | 0.005707762557077625
, who | 0.005263157894736842
a candidate | 0.005482456140350877
Highway Department | 0.005773672055427252
