the | 0.0564373897707231
. | 0.039241622574955906
, | 0.03880070546737213
of | 0.029541446208112873
to | 0.024250440917107582
a | 0.02204585537918871
and | 0.01763668430335097
in | 0.017195767195767195
`` | 0.015432098765432098
'' | 0.014991181657848324
The | 0.012345679012345678
that | 0.012345679012345678
said | 0.010582010582010581
for | 0.009700176366843033
be | 0.009259259259259259
was | 0.007936507936507936
jury | 0.007495590828924162
Fulton | 0.006172839506172839
election | 0.006172839506172839
will | 0.006172839506172839
which | 0.005731922398589065
it | 0.005731922398589065
is | 0.005291005291005291
as | 0.005291005291005291
County | 0.004409171075837742
by | 0.004409171075837742
has | 0.004409171075837742
there | 0.004409171075837742
his | 0.004409171075837742
on | 0.003968253968253968
